IB Symbol,Product Description,Symbol,Currency
DIVY,REALITY SHARES DIVS ETF,DIVY,USD
DJCI,E-TRACS BLOOMBERG COMMODITY,DJCI,USD
DJCO,DAILY JOURNAL CORP,DJCO,USD
DJD,INVESCO DOW JONES INDUSTRIAL A,DJD,USD
DJP,IPATH BLOOMBERG COMMODITY IN,DJP,USD
DJPY,VELOCITYSHARES DAILY 4X LONG,DJPY,USD
DK,DELEK US HOLDINGS INC,DK,USD
DKL,DELEK LOGISTICS PARTNERS LP,DKL,USD
DKS,DICK'S SPORTING GOODS INC,DKS,USD
DKT,DEUTSCH BK CONTINGENT CAP TR V TR P,DKT,USD
DL,CHINA DISTANCE EDUCATION-ADR,DL,USD
DLA,DELTA APPAREL INC,DLA,USD
DLB,DOLBY LABORATORIES INC-CL A,DLB,USD
DLBL,IPATH US TSY LONG BOND BULL,DLBL,USD
DLBR,VELOCITYSHARES SHRT LBR ETN,DLBR,USD
DLBS,IPATH US TSY LONG BOND BEAR,DLBS,USD
DLHC,DLH HOLDINGS CORP,DLHC,USD
DLN,WISDOMTREE US LARGECAP DIVID,DLN,USD
DLNG,DYNAGAS LNG PARTNERS LP,DLNG,USD
DLNG PRA,DYNAGAS LNG PARTNERS LP,DLNG PRA,USD
DLPH,DELPHI TECHNOLOGIES PLC,DLPH,USD
DLPN,DOLPHIN ENTERTAINMENT INC,DLPN,USD
DLR,DIGITAL REALTY TRUST INC.,DLR,USD
DLR PRC,DIGITAL REALTY TRUST INC,DLR PRC,USD
DLR PRG,DIGITAL REALTY TRUST INC,DLR PRG,USD
DLR PRH,DIGITAL REALTY TRUST INC,DLR PRH,USD
DLR PRI,DIGITAL REALTY TRUST INC,DLR PRI,USD
DLR PRJ,DIGITAL REALTY TRUST INC,DLR PRJ,USD
DLS,WISDOMTREE INTL S/C DVD FUND,DLS,USD
DLTH,DULUTH HOLDINGS INC - CL B,DLTH,USD
DLTR,DOLLAR TREE INC,DLTR,USD
DLX,DELUXE CORP,DLX,USD
DM,DOMINION ENERGY MIDSTREAM PA,DM,USD
DMB,DREYFUS MUNICIPAL BOND INFRA,DMB,USD
DMF,DREYFUS MUNICIPAL INCOME INC,DMF,USD
DMLP,DORCHESTER MINERALS LP,DMLP,USD
DMO,WESTERN ASSET MORTGAGE DEFIN,DMO,USD
DMPI,DELMAR PHARMACEUTICALS INC,DMPI,USD
DMRC,DIGIMARC CORP,DMRC,USD
DMRI,DELTASHARES S&P INT MGD RISK,DMRI,USD
DMRL,DELTASHARES S&P 500 MGD RISK,DMRL,USD
DMRM,DELTASHARES S&P 400 MGD RISK,DMRM,USD
DMRS,DELTASHARES S&P 600 MGD RISK,DMRS,USD
DNB,DUN & BRADSTREET CORPORATION,DNB,USD
DNBF,DNB FINANCIAL CORP,DNBF,USD
DNI,DIVIDEND AND INCOME FUND,DNI,USD
DNJR,GOLDEN BULL LTD,DNJR,USD
DNKN,DUNKIN' BRANDS GROUP INC,DNKN,USD
DNL,WISDOMTREE GLOBAL EX-US QUAL,DNL,USD
DNLI,DENALI THERAPEUTICS INC,DNLI,USD
DNN,DENISON MINES CORP,DNN,USD
DNO,UNITED STATES SHORT OIL FUND,DNO,USD
DNOW,NOW INC,DNOW,USD
DNP,DNP SELECT INCOME FUND INC,DNP,USD
DNR,DENBURY RESOURCES INC,DNR,USD
DO,DIAMOND OFFSHORE DRILLING,DO,USD
DOC,PHYSICIANS REALTY TRUST,DOC,USD
DOCU,DOCUSIGN INC,DOCU,USD
DOD,ELEMENTS - DOGS OF DOW,DOD,USD
DOG,PROSHARES SHORT DOW30,DOG,USD
DOGS,ARROW DOGS OF THE WORLD ETF,DOGS,USD
DOGZ,DOGNESS INTERNATIONAL CORP-A,DOGZ,USD
DOL,WISDOMTREE INTL L/C DVD FUND,DOL,USD
DON,WISDOMTREE US MIDCAP DIVIDEN,DON,USD
DOO,WISDOMTREE INTL DVD EX-FIN,DOO,USD
DOOR,MASONITE INTERNATIONAL CORP,DOOR,USD
DORM,DORMAN PRODUCTS INC,DORM,USD
DOTA,DRAPER OAKWOOD TECHNOLOGY-A,DOTA,USD
DOTAR,DRAPER OAKWOOD TECH-RTS,DOTAR,USD
DOTAU,DRAPER OAKWOOD TECHNOLOGY AC,DOTAU,USD
DOV,DOVER CORP,DOV,USD
DOVA,DOVA PHARMACEUTICALS INC,DOVA,USD
DOX,AMDOCS LTD,DOX,USD
DPG,DUFF & PHELPS GLOBAL UTILITY,DPG,USD
DPK,DIREXION DAILY DEV M BEAR 3X,DPK,USD
DPLO,DIPLOMAT PHARMACY INC,DPLO,USD
DPST,DIREXION DAILY REGIONAL BANK,DPST,USD
DPW,DPW HOLDINGS INC,DPW,USD
DPZ,DOMINO'S PIZZA INC,DPZ,USD
DQ,DAQO NEW ENERGY CORP-ADR,DQ,USD
DRAD,DIGIRAD CORP,DRAD,USD
DRD,DRDGOLD LTD-SPONSORED ADR,DRD,USD
DRE,DUKE REALTY CORP,DRE,USD
DRH,DIAMONDROCK HOSPITALITY CO,DRH,USD
DRI,DARDEN RESTAURANTS INC,DRI,USD
DRIO,DARIOHEALTH CORP,DRIO,USD
DRIP,DRXN DAILY S&P OIL&GAS BEAR,DRIP,USD
DRIV,GLOBAL X AUTONOMOUS&ELEC-ETF,DRIV,USD
DRN,DIREXION DLY REAL EST BULL3X,DRN,USD
DRNA,DICERNA PHARMACEUTICALS INC,DRNA,USD
DRQ,DRIL-QUIP INC,DRQ,USD
DRR,MARKET VECTORS DBL SHORT EUR,DRR,USD
DRRX,DURECT CORPORATION,DRRX,USD
DRUA,D 5 1/4 07/30/76 PFD,DRUA,USD
DRV,DIREXION DLY REAL EST BEAR3X,DRV,USD
DRW,WISDOMTREE GLOBAL EX-US REAL,DRW,USD
DRYS,DRYSHIPS INC,DRYS,USD
DS,DRIVE SHACK INC,DS,USD
DS PRB,NEWCASTLE INVESTMENT CORP 9.75% SR,DS PRB,USD
DS PRC,NEWCASTLE INVESTMENT CORP. 8.05% SERIES C PFD,DS PRC,USD
DS PRD,NEWCASTLE INVESTMENT CORP PFD SER D 8.375% CUM RED,DS PRD,USD
DSE,DUFF & PHELPS SELECT ENERGY,DSE,USD
DSGX,DESCARTES SYSTEMS GRP/THE,DSGX,USD
DSI,ISHARES MSCI KLD 400 SOCIAL,DSI,USD
DSKE,DASEKE INC,DSKE,USD
DSL,DOUBLELINE INCOME SOLUTIONS,DSL,USD
DSLV,VELOCITYSHARES 3X INVERSE SI,DSLV,USD
DSM,DREYFUS STRATEGIC MUNI BD FD,DSM,USD
DSPG,DSP GROUP INC,DSPG,USD
DSS,DOCUMENT SECURITY SYSTEMS,DSS,USD
DSU,BLACKROCK DEBT STRATEGIES FD,DSU,USD
DSUM,INVESCO CHINESE YUAN DIM SUM B,DSUM,USD
DSW,DSW INC-CLASS A,DSW,USD
DSWL,DESWELL INDUSTRIES INC,DSWL,USD
DSX,DIANA SHIPPING INC,DSX,USD
DSX PRB,DIANA SHIPPING INC,DSX PRB,USD
DSXN,DIANA SHIPPING INC,DSXN,USD
DTD,WISDOMTREE US TOTAL DIVIDEND,DTD,USD
DTE,DTE ENERGY COMPANY,DTE,USD
DTEA,DAVIDSTEA INC,DTEA,USD
DTEC,ALPS DISRUPTIVE TECHNOLOGIES,DTEC,USD
DTF,DTF TAX-FREE INCOME INC,DTF,USD
DTH,WISDOMTREE INTERNATIONAL HIG,DTH,USD
DTJ,DTE 5 3/8 06/01/76 PRD,DTJ,USD
DTLA PR,BROOKFIELD DTLA FUND 7 5/8% CUM RED PFD SHS SER A,DTLA PR,USD
DTN,WISDOMTREE US DIVIDEND EX-FI,DTN,USD
DTO,DB CRUDE OIL DOUBLE SHORT,DTO,USD
DTQ,DTE ENERGY COMPANY,DTQ,USD
DTRM,DETERMINE INC,DTRM,USD
DTUL,IPATH US TSY 2Y BULL,DTUL,USD
DTUS,IPATH US TSY 2Y BEAR,DTUS,USD
DTV,DTE ENERGY CO,DTV,USD
DTW,DTE 5 1/4 12/01/77 PFD,DTW,USD
DTY,DTE ENERGY CO JR SUB DEB 2016 SER F,DTY,USD
DTYL,IPATH US TSY 10Y BULL,DTYL,USD
DTYS,IPATH US TSY 10Y BEAR,DTYS,USD
DUC,DUFF & PHELPS UTIL & CORP BD,DUC,USD
DUG,PROSHARES ULTRASHORT OIL&GAS,DUG,USD
DUK,DUKE ENERGY CORP,DUK,USD
DUKH,DUKE ENERGY CORP,DUKH,USD
DUSA,DAVIS SELECT US EQUITY ETF,DUSA,USD
DUSL,DIREXION DAILY INDUSTRIALS B,DUSL,USD
DUST,DIREXION DAILY GOLD MINERS I,DUST,USD
DVA,DAVITA INC,DVA,USD
DVAX,DYNAVAX TECHNOLOGIES CORP,DVAX,USD
DVCR,DIVERSICARE HEALTHCARE SERVI,DVCR,USD
DVD,DOVER MOTORSPORTS INC,DVD,USD
DVEM,WISDOMTREE EM MKT DVD ETF,DVEM,USD
DVHL,ETRACS MON PAY 2XLEV HI INC,DVHL,USD
DVMT,DELL TECHNOLOGIES INC-CL V,DVMT,USD
DVN,DEVON ENERGY CORP,DVN,USD
DVP,DEEP VALUE ETF,DVP,USD
DVY,ISHARES SELECT DIVIDEND ETF,DVY,USD
DVYA,ISHARES ASIA/PACIFIC DIVIDEN,DVYA,USD
DVYE,ISHARES EMERGING MARKETS DIV,DVYE,USD
DVYL,ETRACS 2X DJ SEL DVD ETN,DVYL,USD
DWAQ,INVESCO EXCHANGE-TRADED FUND T,DWAQ,USD
DWAS,INVESCO DWA SMALLCAP MOMENTUM,DWAS,USD
DWAT,ARROW DWA TACTICAL ETF,DWAT,USD
DWCH,DATAWATCH CORP,DWCH,USD
DWCR,ARROW DWA COUNTRY ROTATION E,DWCR,USD
DWDP,DOWDUPONT INC,DWDP,USD
DWFI,SPDR DORSEY WRIGHT FI ALLOC,DWFI,USD
DWIN,INVESCO DWA TACTICAL MULTI-ASS,DWIN,USD
DWLD,DAVIS SELECT WORLDWIDE ETF,DWLD,USD
DWLV,INVESCO DWA MOMENTUM & LOW VOL,DWLV,USD
DWM,WISDOMTREE INTERNATIONAL EQU,DWM,USD
DWPP,FIRST TRUST DORSEY WRIGHT PE,DWPP,USD
DWSN,DAWSON GEOPHYSICAL CO,DWSN,USD
DWT,VELOCITYSHARES 3X INV CRUDE,DWT,USD
DWTR,INVESCO DWA TACTICAL SECTOR RO,DWTR,USD
DWX,SPDR S&P INTER DVD ETF,DWX,USD
DX,DYNEX CAPITAL INC,DX,USD
DX PRA,DYNEX CAPITAL INC,DX PRA,USD
DX PRB,DYNEX CAPITAL INC,DX PRB,USD
DXB,"DEUTSCHE BK CONTINGENT CAP TR II, 6.55% TR PFD",DXB,USD
DXC,DXC TECHNOLOGY CO,DXC,USD
DXCM,DEXCOM INC,DXCM,USD
DXD,PROSHARES ULTRASHORT DOW30,DXD,USD
DXF,DUNXIN FINANCIAL HOLDING-ADR,DXF,USD
DXGE,WISDOMTREE GERMANY HEDGED EQ,DXGE,USD
DXJ,WISDOMTREE JAPAN HEDGED EQ,DXJ,USD
DXJF,WISDOMTREE JPN HDG FINANCIAL,DXJF,USD
DXJS,WISDOMTREE JAPAN HEDGED SMAL,DXJS,USD
DXLG,DESTINATION XL GROUP INC,DXLG,USD
DXPE,DXP ENTERPRISES INC,DXPE,USD
DXR,DAXOR CORP,DXR,USD
DXYN,DIXIE GROUP INC,DXYN,USD
DY,DYCOM INDUSTRIES INC,DY,USD
DYB,WISDOMTREE DYN BEAR US ETF,DYB,USD
DYLS,WISDOMTREE DYN L/S US EQ ETF,DYLS,USD
DYNC,VISTRA ENERGY CORP TANGIBLE EQUITY,DYNC,USD
DYNT,DYNATRONICS CORP,DYNT,USD
DYSL,DYNASIL CORP OF AMERICA,DYSL,USD
DYY,DB COMMODITY DOUBLE LONG,DYY,USD
DZK,DIREXION DLY DEV MKT BULL 3X,DZK,USD
DZSI,DASAN ZHONE SOLUTIONS INC,DZSI,USD
DZZ,DB GOLD DOUBLE SHORT ETN,DZZ,USD
E,ENI SPA-SPONSORED ADR,E,USD
EA,ELECTRONIC ARTS INC,EA,USD
EAB,ENTERGY ARKANSAS INC,EAB,USD
EACQ,EASTERLY ACQUISITION CORP,EACQ,USD
EACQU,EASTERLY ACQUISITION CORP,EACQU,USD
EAD,WELLS FARGO INCOME OPPORTUNI,EAD,USD
EAE,ENTERGY ARKANSAS INC,EAE,USD
EAF,GRAFTECH INTERNATIONAL LTD,EAF,USD
EAGL,PLATINUM EAGLE ACQUISITION C,EAGL,USD
EAGLU,PLATINUM EAGLE ACQUISITION C,EAGLU,USD
EAI,ENTERGY ARKANSAS INC,EAI,USD
EARN,ELLINGTON RESIDENTIAL MORTGA,EARN,USD
EARS,AURIS MEDICAL HOLDING AG,EARS,USD
EAST,EASTSIDE DISTILLING INC,EAST,USD
EAT,BRINKER INTL INC,EAT,USD
EBAY,EBAY INC,EBAY,USD
EBAYL,EBAY 6 02/01/56 PFD,EBAYL,USD
EBF,ENNIS INC,EBF,USD
EBIX,EBIX INC,EBIX,USD
EBMT,EAGLE BANCORP MONTANA INC,EBMT,USD
EBND,SPDR BBG BARC EM LOCAL BOND,EBND,USD
EBR,CENTRAIS ELETRICAS BR-SP ADR,EBR,USD
EBR B,CENTRAIS ELEC BRAS-ADR PREF,EBR B,USD
EBS,EMERGENT BIOSOLUTIONS INC,EBS,USD
EBSB,MERIDIAN BANCORP INC,EBSB,USD
EBTC,ENTERPRISE BANCORP INC,EBTC,USD
EC,ECOPETROL SA-SPONSORED ADR,EC,USD
ECA,ENCANA CORP,ECA,USD
ECC,EAGLE POINT CREDIT CO INC,ECC,USD
ECCA,EAGLE POINT CREDIT CO,ECCA,USD
ECCB,EAGLE POINT CREDIT CO,ECCB,USD
ECCX,EAGLE POINT CREDIT CO INC,ECCX,USD
ECCY,EAGLE POINT CREDIT CO,ECCY,USD
ECF,ELLSWORTH GROWTH AND INCOME,ECF,USD
ECF PRA,ELLSWORTH GRWTH & INC,ECF PRA,USD
ECH,ISHARES MSCI CHILE ETF,ECH,USD
ECHO,ECHO GLOBAL LOGISTICS INC,ECHO,USD
ECL,ECOLAB INC,ECL,USD
ECNS,ISHARES MSCI CHINA SMALL-CAP,ECNS,USD
ECOL,US ECOLOGY INC,ECOL,USD
ECOM,CHANNELADVISOR CORP,ECOM,USD
ECON,COLUMBIA EMERGING MARKETS CO,ECON,USD
ECPG,ENCORE CAPITAL GROUP INC,ECPG,USD
ECR,ECLIPSE RESOURCES CORP,ECR,USD
ECT,ECA MARCELLUS TRUST I,ECT,USD
ECYT,ENDOCYTE INC,ECYT,USD
ED,CONSOLIDATED EDISON INC,ED,USD
EDAP,EDAP TMS SA -ADR,EDAP,USD
EDBI,LEGG MASON E.M. DIV CORE ETF,EDBI,USD
EDC,DIREXION DLY EMG MKT BULL 3X,EDC,USD
EDD,MORGAN STANLEY EMERGING MARK,EDD,USD
EDEN,ISHARES MSCI DENMARK ETF,EDEN,USD
EDF,STONE HARBOR EMER MKT INC,EDF,USD
EDGE,EDGE THERAPEUTICS INC,EDGE,USD
EDGW,EDGEWATER TECHNOLOGY INC,EDGW,USD
EDI,STONE HARBOR EM MKT TOTL INC,EDI,USD
EDIT,EDITAS MEDICINE INC,EDIT,USD
EDIV,SPDR S&P EMERGING MARKETS DI,EDIV,USD
EDN,EMP DISTRIB Y COMERC NOR-ADR,EDN,USD
EDOG,ALPS EMERGING SECTOR DIVIDEN,EDOG,USD
EDOM,WISDOMTREE EUROPE DOMESTIC E,EDOM,USD
EDOW,FIRST TRUST DOW 30 EQL WGHT,EDOW,USD
EDR,EDUCATION REALTY TRUST INC,EDR,USD
EDRY,EURODRY LTD,EDRY,USD
EDU,NEW ORIENTAL EDUCATIO-SP ADR,EDU,USD
EDUC,EDUCATIONAL DEVELOPMENT CORP,EDUC,USD
EDV,VANGUARD EXTENDED DUR TREAS,EDV,USD
EDZ,DIREXION DLY EMG MKT BEAR 3X,EDZ,USD
EE,EL PASO ELECTRIC CO,EE,USD
EEA,EUROPEAN EQUITY FUND INC/THE,EEA,USD
EEB,INVESCO BRIC ETF,EEB,USD
EEFT,EURONET WORLDWIDE INC,EEFT,USD
EEH,ELEMENTS SPECTRUM ETN,EEH,USD
EEI,ECOLOGY AND ENVIRON -CL A,EEI,USD
EELV,INVESCO S&P EMERGING MARKETS L,EELV,USD
EEM,ISHARES MSCI EMERGING MARKET,EEM,USD
EEMA,ISHARES MSCI EMERG MRKT ASIA,EEMA,USD
EEMD,AAM S&P EM HIGH DIV VAL ETF,EEMD,USD
EEMO,POWERSHARES S&P EMERGING MAR,EEMO,USD
EEMS,ISHARES MSCI EMERGING MKT SM,EEMS,USD
EEMV,ISHARES EDGE MSCI MIN VOL EM,EEMV,USD
EEMX,SPDR MSCI EM FSL FL RSV FREE,EEMX,USD
EEP,ENBRIDGE ENERGY PARTNERS LP,EEP,USD
EEQ,ENBRIDGE ENERGY MANAGEMENT L,EEQ,USD
EES,WISDOMTREE US SMALLCAP EARNI,EES,USD
EET,PROSHARES ULT MSCI EMER MKTS,EET,USD
EEV,PROSHARES ULTSHRT MSCI EM,EEV,USD
EEX,EMERALD EXPOSITIONS EVENTS I,EEX,USD
EFA,ISHARES MSCI EAFE ETF,EFA,USD
EFAD,PROSHARES EAFE DVD GROWERS,EFAD,USD
EFAS,GLOBAL X MSCI SUPERDIVIDEND,EFAS,USD
EFAV,ISHARES EDGE MSCI MIN VOL EA,EFAV,USD
EFAX,SPDR MSCI EAFA FOSSIL FUEL,EFAX,USD
EFBI,EAGLE FINANCIAL BANCORP INC,EFBI,USD
EFC,ELLINGTON FINANCIAL LLC,EFC,USD
EFF,EATON VANCE FLOATING-RATE IN,EFF,USD
EFFE,GLOBAL X JPM EFFICIENTE ETF,EFFE,USD
EFG,ISHARES MSCI EAFE GROWTH ETF,EFG,USD
EFII,ELECTRONICS FOR IMAGING,EFII,USD
EFL,EATON VANCE FLOATING-RATE 20,EFL,USD
EFNL,ISHARES MSCI FINLAND ETF,EFNL,USD
EFO,PROSHARES ULTRA MSCI EAFE,EFO,USD
EFOI,ENERGY FOCUS INC,EFOI,USD
EFR,EATON VANCE SR FLTG RATE TR,EFR,USD
EFSC,ENTERPRISE FINANCIAL SERVICE,EFSC,USD
EFT,EATON VANCE FLOAT RT INC TR,EFT,USD
EFU,PROSHARES ULTSHRT MSCI EAFE,EFU,USD
EFV,ISHARES MSCI EAFE VALUE ETF,EFV,USD
EFX,EQUIFAX INC,EFX,USD
EFZ,PROSHARES SHORT MSCI EAFE,EFZ,USD
EGAN,EGAIN CORP,EGAN,USD
EGBN,EAGLE BANCORP INC,EGBN,USD
EGC,ENERGY XXI GULF COAST INC,EGC,USD
EGF,BLACKROCK ENHANCED GOVT FUND,EGF,USD
EGHT,8X8 INC,EGHT,USD
EGI,ENTREE RESOURCES LTD,EGI,USD
EGIF,EAGLE GROWTH & INCOME OPPORT,EGIF,USD
EGL,ENGILITY HOLDINGS INC,EGL,USD
EGLE,EAGLE BULK SHIPPING INC,EGLE,USD
EGLT,EGALET CORP,EGLT,USD
EGN,ENERGEN CORP,EGN,USD
EGO,ELDORADO GOLD CORPORATION,EGO,USD
EGOV,NIC INC,EGOV,USD
EGP,EASTGROUP PROPERTIES INC,EGP,USD
EGPT,VANECK VECTORS EGYPT INDEX E,EGPT,USD
EGRX,EAGLE PHARMACEUTICALS INC,EGRX,USD
EGY,VAALCO ENERGY INC,EGY,USD
EHC,ENCOMPASS HEALTH CORP,EHC,USD
EHI,WESTERN ASSET GLOBAL HIGH IN,EHI,USD
EHIC,EHI CAR SERVICES - SPON ADR,EHIC,USD
EHT,EATON VANCE HIGH INCOME 2021,EHT,USD
EHTH,EHEALTH INC,EHTH,USD
EIA,EATON VANCE CALI MUN BOND II,EIA,USD
EIDO,ISHARES MSCI INDONESIA ETF,EIDO,USD
EIG,EMPLOYERS HOLDINGS INC,EIG,USD
EIGI,ENDURANCE INTERNATIONAL GROU,EIGI,USD
EIGR,EIGER BIOPHARMACEUTICALS INC,EIGR,USD
EIM,EATON VANCE MUNICIPAL BOND F,EIM,USD
EIO,EATON VANCE OHIO MUN BD,EIO,USD
EIP,EATON VANCE PA MU BD,EIP,USD
EIRL,ISHARES MSCI IRELAND ETF,EIRL,USD
EIS,ISHARES MSCI ISRAEL ETF,EIS,USD
EIV,EATON VANCE MUNI II BOND FUN,EIV,USD
EIX,EDISON INTL,EIX,USD
EKAR,INNOVATION SHARES NEXTGEN VE,EKAR,USD
EKSO,EKSO BIONICS HOLDINGS INC,EKSO,USD
EL,ESTEE LAUDER COMPANIES-CL A,EL,USD
ELC,ENTERGY LOUISIANA LLC,ELC,USD
ELD,WISDOMTREE EMRG MKTS DEBT,ELD,USD
ELF,ELF BEAUTY INC,ELF,USD
ELGX,ENDOLOGIX INC,ELGX,USD
ELJ,ENTERGY LOUISIANA LLC,ELJ,USD
ELLI,ELLIE MAE INC,ELLI,USD
ELLO,ELLOMAY CAPITAL LTD,ELLO,USD
ELMD,ELECTROMED INC,ELMD,USD
ELON,ECHELON CORP,ELON,USD
ELOX,ELOXX PHARMACEUTICALS INC,ELOX,USD
ELP,CIA PARANAENSE ENER-SP ADR P,ELP,USD
ELS,EQUITY LIFESTYLE PROPERTIES,ELS,USD
ELSE,ELECTRO-SENSORS INC,ELSE,USD
ELTK,ELTEK LTD,ELTK,USD
ELU,ENTERGY LOUISIANA LLC,ELU,USD
ELVT,ELEVATE CREDIT INC,ELVT,USD
ELY,CALLAWAY GOLF COMPANY,ELY,USD
EMAG,VANECK VECTORS EMERGING MARK,EMAG,USD
EMAN,EMAGIN CORP.,EMAN,USD
EMB,ISHARES J.P. MORGAN USD EMERGI,EMB,USD
EMBH,ISHARES INT RATE HDG EM BOND,EMBH,USD
EMBU,DIRXN DLY EM BOND 3X BUL ETF,EMBU,USD
EMCB,WISDOMTREE EM CORP BOND,EMCB,USD
EMCF,EMCLAIRE FINANCIAL CORP,EMCF,USD
EMCG,WISDOMTREE EMERGING MARKETS,EMCG,USD
EMCI,EMC INS GROUP INC,EMCI,USD
EMD,WESTERN ASSET EMERGING MARKE,EMD,USD
EMDV,PROSHARES MSCI EMERGING MARK,EMDV,USD
EME,EMCOR GROUP INC,EME,USD
EMEM,VIRTUS GLOVISTA EMRG MKT ETF,EMEM,USD
EMES,EMERGE ENERGY SERVICES LP,EMES,USD
EMF,TEMPLETON EMERGING MKTS FND,EMF,USD
EMFM,GLOBAL X NEXT EMERGING & FRO,EMFM,USD
EMGF,ISHARES EDGE MSCI MF EM MKT,EMGF,USD
EMHY,ISHARES EMERGING MARKETS HIG,EMHY,USD
EMI,EATON VANCE MI MUNICIPAL INC,EMI,USD
EMIF,ISHARES EMERGING MARKETS INF,EMIF,USD
EMIH,X-TRACKERS EMERGING MARKETS,EMIH,USD
EMITF,ELBIT IMAGING LTD,EMITF,USD
EMJ,EATON VANCE NJ MUN BD,EMJ,USD
EMKR,EMCORE CORP,EMKR,USD
EML,EASTERN CO/THE,EML,USD
EMLC,VANECK VECTORS J.P. MORGAN E,EMLC,USD
EMLP,FIRST TRUST NORTH AMERICAN E,EMLP,USD
EMMS,EMMIS COMMUNICATIONS-CLASS A,EMMS,USD
EMN,EASTMAN CHEMICAL CO,EMN,USD
EMO,CLEARBRIDGE ENERGY MLP OPPOR,EMO,USD
EMP,ENTERGY MISSISSIPPI INC,EMP,USD
EMQQ,EMERGING MRKTS INTERNET & EC,EMQQ,USD
EMR,EMERSON ELECTRIC CO,EMR,USD
EMSH,PROSHARES SHORT TERM USD EME,EMSH,USD
EMTL,SPDR DL EM FX IN ETF,EMTL,USD
EMTY,PROSHARES DECLINE OF THE RET,EMTY,USD
EMX,EMX ROYALTY CORP,EMX,USD
EMXC,ISHARES MSCI EMR MRK EX CHNA,EMXC,USD
ENB,ENBRIDGE INC,ENB,USD
ENBA,ENBCN 6 3/8 4/15/78 PFD,ENBA,USD
ENBL,ENABLE MIDSTREAM PARTNERS LP,ENBL,USD
ENDP,ENDO INTERNATIONAL PLC,ENDP,USD
ENFC,ENTEGRA FINANCIAL CORP,ENFC,USD
ENFR,ALERIAN ENERGY INFRASTRUCTUR,ENFR,USD
ENG,ENGLOBAL CORPORATION,ENG,USD
ENIA,ENEL AMERICAS SA-ADR,ENIA,USD
ENIC,ENEL CHILE SA-ADR,ENIC,USD
ENJ,ENTERGY NEW ORLEANS INC,ENJ,USD
ENLC,ENLINK MIDSTREAM LLC,ENLC,USD
ENLK,ENLINK MIDSTREAM PARTNERS LP,ENLK,USD
ENO,ETR 5 1/2 04/01/66 PFD,ENO,USD
ENOR,ISHARES MSCI NORWAY ETF,ENOR,USD
ENPH,ENPHASE ENERGY INC,ENPH,USD
ENR,ENERGIZER HOLDINGS INC,ENR,USD
ENS,ENERSYS,ENS,USD
ENSG,ENSIGN GROUP INC/THE,ENSG,USD
ENSV,ENSERVCO CORP,ENSV,USD
ENT,GLOBAL EAGLE ENTERTAINMENT I,ENT,USD
ENTA,ENANTA PHARMACEUTICALS INC,ENTA,USD
ENTG,ENTEGRIS INC,ENTG,USD
ENTR,ERSHARES ENTREPRENEUR 30 ETF,ENTR,USD
ENV,ENVESTNET INC,ENV,USD
ENVA,ENOVA INTERNATIONAL INC,ENVA,USD
ENX,EATON VANCE NEW YORK MUNICIP,ENX,USD
ENY,INVESCO CANADIAN ENERGY INCOME,ENY,USD
ENZ,ENZO BIOCHEM INC,ENZ,USD
ENZL,ISHARES MSCI NEW ZEALAND ETF,ENZL,USD
EOCC,ENEL GENERACION CHILE-SA ADR,EOCC,USD
EOD,WELLS FARGO GLOBAL DIVIDEND,EOD,USD
EOG,EOG RESOURCES INC,EOG,USD
EOI,EATON VANCE ENHANCED EQ INCM,EOI,USD
EOLS,EVOLUS INC,EOLS,USD
EOS,EATON VANCE ENH EQT INC II,EOS,USD
EOT,EATON VANCE NATIONAL MUNICIP,EOT,USD
EP PRC,EL PASO ENR CP TSTI 4.75 TCPR,EP PRC,USD
EPAM,EPAM SYSTEMS INC,EPAM,USD
EPAY,BOTTOMLINE TECHNOLOGIES (DE),EPAY,USD
EPC,EDGEWELL PERSONAL CARE CO,EPC,USD
EPD,ENTERPRISE PRODUCTS PARTNERS,EPD,USD
EPE,EP ENERGY CORP-CL A,EPE,USD
EPHE,ISHARES MSCI PHILIPPINES ETF,EPHE,USD
EPI,WISDOMTREE INDIA EARNINGS,EPI,USD
EPIX,ESSA PHARMA INC,EPIX,USD
EPM,EVOLUTION PETROLEUM CORP,EPM,USD
EPOL,ISHARES MSCI POLAND ETF,EPOL,USD
EPP,ISHARES MSCI PACIFIC EX JAPA,EPP,USD
EPR,EPR PROPERTIES,EPR,USD
EPR PRC,ENTERTAINMENT PPTYS TRUST 5.75% SER C PFD,EPR PRC,USD
EPR PRE,ENTERTAINMENT PROPERTIES TR 9.00% SER E,EPR PRE,USD
EPR PRG,EPR PROPERTIES,EPR PRG,USD
EPRF,INNOVAT S&P HIGH QUALITY PRE,EPRF,USD
EPS,WISDOMTREE US EARNINGS 500 F,EPS,USD
EPU,ISHARES MSCI PERU ETF,EPU,USD
EPV,PROSHARES ULTRASHORT FTSE EU,EPV,USD
EPZM,EPIZYME INC,EPZM,USD
EQAL,INVESCO RUSSELL 1000 EQUAL WEI,EQAL,USD
EQBK,EQUITY BANCSHARES INC - CL A,EQBK,USD
EQC,EQUITY COMMONWEALTH,EQC,USD
EQC PRD,EQUITY COMMONWEALTH,EQC PRD,USD
EQGP,EQT GP HOLDINGS LP,EQGP,USD
EQH,AXA EQUITABLE HOLDINGS INC,EQH,USD
EQIX,EQUINIX INC,EQIX,USD
EQL,ALPS EQUAL SECTOR WEIGHT ETF,EQL,USD
